1995,360.9683
1996,362.74332
1997,363.87747
1998,366.84
1999,368.54004
2000,369.7075
2001,371.31918
2002,373.45248
2003,375.98337
2004,377.69836
2005,379.9833
2006,382.09082
2007,384.02502
2008,385.83084
2009,387.6425
2010,390.10165
2011,391.85086
2012,394.05582
2013,396.73746
2014,398.8125
2015,401.01248
2016,404.4125
2017,406.75833
2018,408.71497
2019,411.65414
2020,414.23837
